app,message_type,week_start_date,volume
APP_01,CUSTOM_010,2024-07-29,3035414
APP_01,CUSTOM_010,2024-08-05,300975
APP_01,CUSTOM_010,2024-08-12,2986578
APP_01,CUSTOM_010,2024-08-19,2861220
APP_01,CUSTOM_010,2024-08-26,1952939
APP_01,CUSTOM_010,2024-09-02,2116967
APP_01,CUSTOM_010,2024-09-09,1616745
APP_01,CUSTOM_010,2024-09-16,1999903
APP_01,CUSTOM_010,2024-09-23,2446895
APP_01,CUSTOM_010,2024-09-30,2271479
APP_01,CUSTOM_010,2024-10-07,2618559
APP_01,CUSTOM_010,2024-10-14,2360099
APP_01,CUSTOM_010,2024-10-21,3188715
APP_01,CUSTOM_010,2024-10-28,2238097
APP_01,CUSTOM_010,2024-11-04,2628797
APP_01,CUSTOM_010,2024-11-11,2580595
APP_01,CUSTOM_010,2024-11-18,2418953
APP_01,CUSTOM_010,2024-11-25,2498713
APP_01,CUSTOM_010,2024-12-02,2307580
APP_01,CUSTOM_010,2024-12-09,4282925
APP_01,CUSTOM_010,2024-12-16,2650063
APP_01,CUSTOM_010,2024-12-23,2090454
APP_01,CUSTOM_010,2024-12-30,3048453
APP_01,CUSTOM_010,2025-01-06,2356708
APP_01,CUSTOM_010,2025-01-13,2014631
APP_01,CUSTOM_010,2025-01-20,2359762
APP_01,CUSTOM_010,2025-01-27,1555090
APP_01,CUSTOM_010,2025-02-03,2424576
APP_01,CUSTOM_010,2025-02-10,2509916
APP_01,CUSTOM_010,2025-02-17,2309077
APP_01,CUSTOM_010,2025-02-24,2325584
APP_01,CUSTOM_010,2025-03-03,2217474
APP_01,CUSTOM_010,2025-03-10,2270460
APP_01,CUSTOM_010,2025-03-17,2919095
APP_01,CUSTOM_010,2025-03-24,2369756
APP_01,CUSTOM_010,2025-03-31,2170911
APP_01,CUSTOM_010,2025-04-07,2192234
APP_01,CUSTOM_010,2025-04-14,2751469
APP_01,CUSTOM_010,2025-04-21,3376236
APP_01,CUSTOM_010,2025-04-28,2018110
APP_01,CUSTOM_010,2025-05-05,3146238
APP_01,CUSTOM_010,2025-05-12,2114128
APP_01,CUSTOM_010,2025-05-19,2358792
APP_01,CUSTOM_010,2025-05-26,2566658
APP_01,CUSTOM_010,2025-06-02,3055576
APP_01,CUSTOM_010,2025-06-09,2565052
APP_01,CUSTOM_010,2025-06-16,2576519
APP_01,CUSTOM_010,2025-06-23,2668086
APP_01,CUSTOM_010,2025-06-30,2288342
APP_01,CUSTOM_010,2025-07-07,2838044
APP_01,CUSTOM_010,2025-07-14,2800923
APP_01,CUSTOM_010,2025-07-21,2010202
APP_01,CUSTOM_010,2025-07-28,2369077
APP_01,CUSTOM_010,2025-08-04,2239536
APP_01,CUSTOM_010,2025-08-11,2263464
APP_01,CUSTOM_010,2025-08-18,1867456
APP_01,CUSTOM_010,2025-08-25,2606177
APP_01,CUSTOM_010,2025-09-01,1491479
APP_01,CUSTOM_010,2025-09-08,2964510
APP_01,CUSTOM_010,2025-09-15,1921711
APP_01,CUSTOM_010,2025-09-22,1995342
APP_01,CUSTOM_010,2025-09-29,2271606
APP_01,CUSTOM_010,2025-10-06,1897494
APP_01,CUSTOM_010,2025-10-13,2510310
APP_01,CUSTOM_010,2025-10-20,2405469
APP_01,CUSTOM_014,2023-10-30,12260483
APP_01,CUSTOM_014,2023-11-06,12744104
APP_01,CUSTOM_014,2023-11-13,11335912
APP_01,CUSTOM_014,2023-11-20,11976546
APP_01,CUSTOM_014,2023-11-27,12756144
APP_01,CUSTOM_014,2023-12-04,12631735
APP_01,CUSTOM_014,2023-12-11,13383727
APP_01,CUSTOM_014,2023-12-18,12393879
APP_01,CUSTOM_014,2023-12-25,12253097
APP_01,CUSTOM_014,2024-01-01,13492687
APP_01,CUSTOM_014,2024-01-08,19941731
APP_01,CUSTOM_014,2024-01-15,12522390
APP_01,CUSTOM_014,2024-01-22,13071210
APP_01,CUSTOM_014,2024-01-29,12979067
APP_01,CUSTOM_014,2024-02-05,13149543
APP_01,CUSTOM_014,2024-02-12,12178031
APP_01,CUSTOM_014,2024-02-19,20518960
APP_01,CUSTOM_014,2024-02-26,7533115
APP_01,CUSTOM_014,2024-03-04,12611909
APP_01,CUSTOM_014,2024-03-11,12604505
APP_01,CUSTOM_014,2024-03-18,11709459
APP_01,CUSTOM_014,2024-03-25,10466298
APP_01,CUSTOM_014,2024-04-01,11423396
APP_01,CUSTOM_014,2024-04-08,11477515
APP_01,CUSTOM_014,2024-04-15,11896269
APP_01,CUSTOM_014,2024-04-22,11919557
APP_01,CUSTOM_014,2024-04-29,9559432
APP_01,CUSTOM_014,2024-05-06,5973840
APP_01,CUSTOM_014,2024-05-13,11813904
APP_01,CUSTOM_014,2024-05-20,12589561
APP_01,CUSTOM_014,2024-05-27,13804199
APP_01,CUSTOM_014,2024-06-03,11150923
APP_01,CUSTOM_014,2024-06-10,11213140
APP_01,CUSTOM_014,2024-06-17,10980882
APP_01,CUSTOM_014,2024-06-24,11617189
APP_01,CUSTOM_014,2024-07-01,10143692
APP_01,CUSTOM_014,2024-07-08,10727236
APP_01,CUSTOM_014,2024-07-15,12958731
APP_01,CUSTOM_014,2024-07-22,13253589
APP_01,CUSTOM_014,2024-07-29,9891377
APP_01,CUSTOM_014,2024-08-05,12510818
APP_01,CUSTOM_014,2024-08-12,11417034
APP_01,CUSTOM_014,2024-08-19,12271258
APP_01,CUSTOM_014,2024-08-26,13421112
APP_01,CUSTOM_014,2024-09-02,11973845
APP_01,CUSTOM_014,2024-09-09,12487763
APP_01,CUSTOM_014,2024-09-16,13066236
APP_01,CUSTOM_014,2024-09-23,12365119
APP_01,CUSTOM_014,2024-09-30,11529553
APP_01,CUSTOM_014,2024-10-07,12455714
APP_01,CUSTOM_014,2024-10-14,12644863
APP_01,CUSTOM_014,2024-10-21,9329413
APP_01,CUSTOM_014,2024-10-28,13256106
APP_01,CUSTOM_014,2024-11-04,9518995
APP_01,CUSTOM_014,2024-11-11,11277237
APP_01,CUSTOM_014,2024-11-18,11284854
APP_01,CUSTOM_014,2024-11-25,10790868
APP_01,CUSTOM_014,2024-12-02,12191737
APP_01,CUSTOM_014,2024-12-09,11967694
APP_01,CUSTOM_014,2024-12-16,12484116
APP_01,CUSTOM_014,2024-12-23,13667142
APP_01,CUSTOM_014,2024-12-30,10818137
APP_01,CUSTOM_014,2025-01-06,11527111
APP_01,CUSTOM_014,2025-01-13,13727436
APP_01,CUSTOM_014,2025-01-20,13212116
APP_01,CUSTOM_014,2025-01-27,11405524
APP_01,CUSTOM_014,2025-02-03,14146960
APP_01,CUSTOM_014,2025-02-10,13456543
APP_01,CUSTOM_014,2025-02-17,12476649
APP_01,CUSTOM_014,2025-02-24,9514876
APP_01,CUSTOM_014,2025-03-03,10675473
APP_01,CUSTOM_014,2025-03-10,11242237
APP_01,CUSTOM_014,2025-03-17,12427470
APP_01,CUSTOM_014,2025-03-24,11713508
APP_01,CUSTOM_014,2025-03-31,25494087
APP_01,CUSTOM_014,2025-04-07,12455944
APP_01,CUSTOM_014,2025-04-14,12301931
APP_01,CUSTOM_014,2025-04-21,12429014
APP_01,CUSTOM_014,2025-04-28,12657822
APP_01,CUSTOM_014,2025-05-05,11150533
APP_01,CUSTOM_014,2025-05-12,11846201
APP_01,CUSTOM_014,2025-05-19,12514018
APP_01,CUSTOM_014,2025-05-26,12156941
APP_01,CUSTOM_014,2025-06-02,11743555
APP_01,CUSTOM_014,2025-06-09,13338734
APP_01,CUSTOM_014,2025-06-16,12050170
APP_01,CUSTOM_014,2025-06-23,11947569
APP_01,CUSTOM_014,2025-06-30,14492063
APP_01,CUSTOM_014,2025-07-07,12567926
APP_01,CUSTOM_014,2025-07-14,12790075
APP_01,CUSTOM_014,2025-07-21,10960452
APP_01,CUSTOM_014,2025-07-28,11031413
APP_01,CUSTOM_014,2025-08-04,11925204
APP_01,CUSTOM_014,2025-08-11,10053119
APP_01,CUSTOM_014,2025-08-18,12137655
APP_01,CUSTOM_014,2025-08-25,11003440
APP_01,CUSTOM_014,2025-09-01,12950438
APP_01,CUSTOM_014,2025-09-08,13347405
APP_01,CUSTOM_014,2025-09-15,11078043
APP_01,CUSTOM_014,2025-09-22,9718949
APP_01,CUSTOM_014,2025-09-29,11433268
APP_01,CUSTOM_014,2025-10-06,12507390
APP_01,CUSTOM_014,2025-10-13,12830174
APP_01,CUSTOM_014,2025-10-20,18543954
APP_01,CUSTOM_018,2023-10-30,9978632
APP_01,CUSTOM_018,2023-11-06,9853061
APP_01,CUSTOM_018,2023-11-13,10270750
APP_01,CUSTOM_018,2023-11-20,14724415
APP_01,CUSTOM_018,2023-11-27,10179976
APP_01,CUSTOM_018,2023-12-04,10558239
APP_01,CUSTOM_018,2023-12-11,10427150
APP_01,CUSTOM_018,2023-12-18,10157526
APP_01,CUSTOM_018,2023-12-25,11226948
APP_01,CUSTOM_018,2024-01-01,8243974
APP_01,CUSTOM_018,2024-01-08,9544561
APP_01,CUSTOM_018,2024-01-15,9081839
APP_01,CUSTOM_018,2024-01-22,10763958
APP_01,CUSTOM_018,2024-01-29,9670284
APP_01,CUSTOM_018,2024-02-05,10871785
APP_01,CUSTOM_018,2024-02-12,10803127
APP_01,CUSTOM_018,2024-02-19,9979616
APP_01,CUSTOM_018,2024-02-26,9264874
APP_01,CUSTOM_018,2024-03-04,11967330
APP_01,CUSTOM_018,2024-03-11,9915428
APP_01,CUSTOM_018,2024-03-18,10691923
APP_01,CUSTOM_018,2024-03-25,11207019
APP_01,CUSTOM_018,2024-04-01,11621008
APP_01,CUSTOM_018,2024-04-08,12535962
APP_01,CUSTOM_018,2024-04-15,11355266
APP_01,CUSTOM_018,2024-04-22,11853298
APP_01,CUSTOM_018,2024-04-29,10106476
APP_01,CUSTOM_018,2024-05-06,9636632
APP_01,CUSTOM_018,2024-05-13,11901602
APP_01,CUSTOM_018,2024-05-20,9671355
APP_01,CUSTOM_018,2024-05-27,10752382
APP_01,CUSTOM_018,2024-06-03,10148011
APP_01,CUSTOM_018,2024-06-10,11922204
APP_01,CUSTOM_018,2024-06-17,10346917
APP_01,CUSTOM_018,2024-06-24,12207002
APP_01,CUSTOM_018,2024-07-01,9467078
APP_01,CUSTOM_018,2024-07-08,8946642
APP_01,CUSTOM_018,2024-07-15,10053159
APP_01,CUSTOM_018,2024-07-22,11225625
APP_01,CUSTOM_018,2024-07-29,10704365
APP_01,CUSTOM_018,2024-08-05,9494796
APP_01,CUSTOM_018,2024-08-12,9847878
APP_01,CUSTOM_018,2024-08-19,10362558
APP_01,CUSTOM_018,2024-08-26,8540870
APP_01,CUSTOM_018,2024-09-02,11632810
APP_01,CUSTOM_018,2024-09-09,9809035
APP_01,CUSTOM_018,2024-09-16,10416138
APP_01,CUSTOM_018,2024-09-23,9169793
APP_01,CUSTOM_018,2024-09-30,11931900
APP_01,CUSTOM_018,2024-10-07,10783761
APP_01,CUSTOM_018,2024-10-14,10389296
APP_01,CUSTOM_018,2024-10-21,9468636
APP_01,CUSTOM_018,2024-10-28,8451156
APP_01,CUSTOM_018,2024-11-04,10472206
APP_01,CUSTOM_018,2024-11-11,10644377
APP_01,CUSTOM_018,2024-11-18,11584844
APP_01,CUSTOM_018,2024-11-25,10018875
APP_01,CUSTOM_018,2024-12-02,8256748
APP_01,CUSTOM_018,2024-12-09,11882579
APP_01,CUSTOM_018,2024-12-16,21978429
APP_01,CUSTOM_018,2024-12-23,9898422
APP_01,CUSTOM_018,2024-12-30,11185840
APP_01,CUSTOM_018,2025-01-06,10745264
APP_01,CUSTOM_018,2025-01-13,9358883
APP_01,CUSTOM_018,2025-01-20,11965645
APP_01,CUSTOM_018,2025-01-27,11122882
APP_01,CUSTOM_018,2025-02-03,11021452
APP_01,CUSTOM_018,2025-02-10,11007386
APP_01,CUSTOM_018,2025-02-17,4064199
APP_01,CUSTOM_018,2025-02-24,10727645
APP_01,CUSTOM_018,2025-03-03,11958785
APP_01,CUSTOM_018,2025-03-10,11285729
APP_01,CUSTOM_018,2025-03-17,10460318
APP_01,CUSTOM_018,2025-03-24,9837530
APP_01,CUSTOM_018,2025-03-31,11930820
APP_01,CUSTOM_018,2025-04-07,9705248
APP_01,CUSTOM_018,2025-04-14,11343323
APP_01,CUSTOM_018,2025-04-21,10185711
APP_01,CUSTOM_018,2025-04-28,11220373
APP_01,CUSTOM_018,2025-05-05,10339466
APP_01,CUSTOM_018,2025-05-12,10907696
APP_01,CUSTOM_018,2025-05-19,11032413
APP_01,CUSTOM_018,2025-05-26,10890566
APP_01,CUSTOM_018,2025-06-02,10611307
APP_01,CUSTOM_018,2025-06-09,10925927
APP_01,CUSTOM_018,2025-06-16,11909493
APP_01,CUSTOM_018,2025-06-23,11489320
APP_01,CUSTOM_018,2025-06-30,9920409
APP_01,CUSTOM_018,2025-07-07,11462915
APP_01,CUSTOM_018,2025-07-14,10449065
APP_01,CUSTOM_018,2025-07-21,10025352
APP_01,CUSTOM_018,2025-07-28,9823806
APP_01,CUSTOM_018,2025-08-04,11252778
APP_01,CUSTOM_018,2025-08-11,10228922
APP_01,CUSTOM_018,2025-08-18,11112254
APP_01,CUSTOM_018,2025-08-25,11433912
APP_01,CUSTOM_018,2025-09-01,9539330
APP_01,CUSTOM_018,2025-09-08,11271155
APP_01,CUSTOM_018,2025-09-15,9849854
APP_01,CUSTOM_018,2025-09-22,9346851
APP_01,CUSTOM_018,2025-09-29,11539662
APP_01,CUSTOM_018,2025-10-06,10224479
APP_01,CUSTOM_018,2025-10-13,9548555
APP_01,CUSTOM_018,2025-10-20,23420034
APP_01,CUSTOM_019,2023-10-30,14653736
APP_01,CUSTOM_019,2023-11-06,14712993
APP_01,CUSTOM_019,2023-11-13,14131192
APP_01,CUSTOM_019,2023-11-20,15785681
APP_01,CUSTOM_019,2023-11-27,11968043
APP_01,CUSTOM_019,2023-12-04,13714363
APP_01,CUSTOM_019,2023-12-11,15106752
APP_01,CUSTOM_019,2023-12-18,17702484
APP_01,CUSTOM_019,2023-12-25,15161759
APP_01,CUSTOM_019,2024-01-01,14196860
APP_01,CUSTOM_019,2024-01-08,14012692
APP_01,CUSTOM_019,2024-01-15,17064329
APP_01,CUSTOM_019,2024-01-22,16412366
APP_01,CUSTOM_019,2024-01-29,12418180
APP_01,CUSTOM_019,2024-02-05,14486959
APP_01,CUSTOM_019,2024-02-12,15066347
APP_01,CUSTOM_019,2024-02-19,15810872
APP_01,CUSTOM_019,2024-02-26,12325497
APP_01,CUSTOM_019,2024-03-04,13238987
APP_01,CUSTOM_019,2024-03-11,14982966
APP_01,CUSTOM_019,2024-03-18,12119348
APP_01,CUSTOM_019,2024-03-25,14004085
APP_01,CUSTOM_019,2024-04-01,10601357
APP_01,CUSTOM_019,2024-04-08,24371265
APP_01,CUSTOM_019,2024-04-15,15518027
APP_01,CUSTOM_019,2024-04-22,5423773
APP_01,CUSTOM_019,2024-04-29,17085616
APP_01,CUSTOM_019,2024-05-06,15333532
APP_01,CUSTOM_019,2024-05-13,17578616
APP_01,CUSTOM_019,2024-05-20,14086690
APP_01,CUSTOM_019,2024-05-27,6999285
APP_01,CUSTOM_019,2024-06-03,15121391
APP_01,CUSTOM_019,2024-06-10,14360507
APP_01,CUSTOM_019,2024-06-17,13727223
APP_01,CUSTOM_019,2024-06-24,12603006
APP_01,CUSTOM_019,2024-07-01,13773618
APP_01,CUSTOM_019,2024-07-08,14285267
APP_01,CUSTOM_019,2024-07-15,15201237
APP_01,CUSTOM_019,2024-07-22,16748070
APP_01,CUSTOM_019,2024-07-29,18057501
APP_01,CUSTOM_019,2024-08-05,16019782
APP_01,CUSTOM_019,2024-08-12,17827322
APP_01,CUSTOM_019,2024-08-19,12908458
APP_01,CUSTOM_019,2024-08-26,14186553
APP_01,CUSTOM_019,2024-09-02,12768147
APP_01,CUSTOM_019,2024-09-09,16210844
APP_01,CUSTOM_019,2024-09-16,15763879
APP_01,CUSTOM_019,2024-09-23,14579431
APP_01,CUSTOM_019,2024-09-30,12564678
APP_01,CUSTOM_019,2024-10-07,15910731
APP_01,CUSTOM_019,2024-10-14,15601302
APP_01,CUSTOM_019,2024-10-21,13618277
APP_01,CUSTOM_019,2024-10-28,14079804
APP_01,CUSTOM_019,2024-11-04,14728204
APP_01,CUSTOM_019,2024-11-11,16768258
APP_01,CUSTOM_019,2024-11-18,14011444
APP_01,CUSTOM_019,2024-11-25,13172555
APP_01,CUSTOM_019,2024-12-02,14290272
APP_01,CUSTOM_019,2024-12-09,16804830
APP_01,CUSTOM_019,2024-12-16,15827284
APP_01,CUSTOM_019,2024-12-23,15577057
APP_01,CUSTOM_019,2024-12-30,3377183
APP_01,CUSTOM_019,2025-01-06,5497647
APP_01,CUSTOM_019,2025-01-13,17992922
APP_01,CUSTOM_019,2025-01-20,14791553
APP_01,CUSTOM_019,2025-01-27,16076984
APP_01,CUSTOM_019,2025-02-03,13541890
APP_01,CUSTOM_019,2025-02-10,14556240
APP_01,CUSTOM_019,2025-02-17,13418238
APP_01,CUSTOM_019,2025-02-24,14900180
APP_01,CUSTOM_019,2025-03-03,14060723
APP_01,CUSTOM_019,2025-03-10,13626715
APP_01,CUSTOM_019,2025-03-17,15414997
APP_01,CUSTOM_019,2025-03-24,15200308
APP_01,CUSTOM_019,2025-03-31,14831202
APP_01,CUSTOM_019,2025-04-07,12848419
APP_01,CUSTOM_019,2025-04-14,14855434
APP_01,CUSTOM_019,2025-04-21,12668993
APP_01,CUSTOM_019,2025-04-28,15646186
APP_01,CUSTOM_019,2025-05-05,15003410
APP_01,CUSTOM_019,2025-05-12,14792523
APP_01,CUSTOM_019,2025-05-19,14724648
APP_01,CUSTOM_019,2025-05-26,16533373
APP_01,CUSTOM_019,2025-06-02,15824455
APP_01,CUSTOM_019,2025-06-09,14171039
APP_01,CUSTOM_019,2025-06-16,17274627
APP_01,CUSTOM_019,2025-06-23,14511354
APP_01,CUSTOM_019,2025-06-30,11907801
APP_01,CUSTOM_019,2025-07-07,17136801
APP_01,CUSTOM_019,2025-07-14,12066643
APP_01,CUSTOM_019,2025-07-21,15855894
APP_01,CUSTOM_019,2025-07-28,15465827
APP_01,CUSTOM_019,2025-08-04,12846805
APP_01,CUSTOM_019,2025-08-11,14422424
APP_01,CUSTOM_019,2025-08-18,15368125
APP_01,CUSTOM_019,2025-08-25,43202676
APP_01,CUSTOM_019,2025-09-01,2397640
APP_01,CUSTOM_019,2025-09-08,2760346
APP_01,CUSTOM_019,2025-09-15,15716569
APP_01,CUSTOM_019,2025-09-22,14050871
APP_01,CUSTOM_019,2025-09-29,13856752
APP_01,CUSTOM_019,2025-10-06,13997344
APP_01,CUSTOM_019,2025-10-13,14097474
APP_01,CUSTOM_019,2025-10-20,16908484
APP_01,CUSTOM_025,2025-07-21,1920
APP_01,CUSTOM_031,2023-10-30,8885955
APP_01,CUSTOM_031,2023-11-06,8358692
APP_01,CUSTOM_031,2023-11-13,9745010
APP_01,CUSTOM_031,2023-11-20,9028353
APP_01,CUSTOM_031,2023-11-27,9683517
APP_01,CUSTOM_031,2023-12-04,9541686
APP_01,CUSTOM_031,2023-12-11,12382851
APP_01,CUSTOM_031,2023-12-18,9799567
APP_01,CUSTOM_031,2023-12-25,10943585
APP_01,CUSTOM_031,2024-01-01,9573199
APP_01,CUSTOM_031,2024-01-08,9925634
APP_01,CUSTOM_031,2024-01-15,11628127
APP_01,CUSTOM_031,2024-01-22,10644285
APP_01,CUSTOM_031,2024-01-29,10280746
APP_01,CUSTOM_031,2024-02-05,9888163
APP_01,CUSTOM_031,2024-02-12,10164297
APP_01,CUSTOM_031,2024-02-19,9818915
APP_01,CUSTOM_031,2024-02-26,8085933
APP_01,CUSTOM_031,2024-03-04,9792755
APP_01,CUSTOM_031,2024-03-11,8834577
APP_01,CUSTOM_031,2024-03-18,8599032
APP_01,CUSTOM_031,2024-03-25,8963288
APP_01,CUSTOM_031,2024-04-01,8356794
APP_01,CUSTOM_031,2024-04-08,9788147
APP_01,CUSTOM_031,2024-04-15,9199792
APP_01,CUSTOM_031,2024-04-22,9212980
APP_01,CUSTOM_031,2024-04-29,9372899
APP_01,CUSTOM_031,2024-05-06,10873686
APP_01,CUSTOM_031,2024-05-13,8985046
APP_01,CUSTOM_031,2024-05-20,8425432
APP_01,CUSTOM_031,2024-05-27,9513951
APP_01,CUSTOM_031,2024-06-03,9856177
APP_01,CUSTOM_031,2024-06-10,10674841
APP_01,CUSTOM_031,2024-06-17,8917724
APP_01,CUSTOM_031,2024-06-24,7559545
APP_01,CUSTOM_031,2024-07-01,9730297
APP_01,CUSTOM_031,2024-07-08,10588293
APP_01,CUSTOM_031,2024-07-15,8176110
APP_01,CUSTOM_031,2024-07-22,21680407
APP_01,CUSTOM_031,2024-07-29,7927681
APP_01,CUSTOM_031,2024-08-05,3946985
APP_01,CUSTOM_031,2024-08-12,7905280
