app,message_type,frequency_category,regularity_score,mean_volume,std_volume,threshold,adjusted_z_score,z_threshold,percentile_threshold,iqr_threshold
APP_01,MT144,daily,0.7731393894068365,151780.29591836734,53135.875274314756,84311.8,2.2268606105931634,33454.10826060461,84311.8,50633.5
APP_01,MT157,irregular,0.25014418917753156,5281.392857142857,2370.612403386905,1548.0,2.7498558108224684,0.0,1548.0,0.0
APP_01,MT242,daily,0.7110121152206366,175340.78125,57658.287037041766,101468.5,2.288987884779363,43361.66076508039,101468.5,46947.125
APP_01,MT267,daily,1.0,415248.32692307694,111423.153533435,234685.2,2.0,192402.01985620693,234685.2,155987.5
APP_01,MT303,daily,1.0,197039.47115384616,54583.717306353705,96805.45,2.0,87872.03654113875,96805.45,66650.75
APP_01,MT325,monthly,0.3364992568567813,9866.689655172413,3446.16587652331,5129.6,2.663500743143219,687.8242820577743,5129.6,1592.0
APP_01,MT333,semi_annual,0.3966634490165518,48133.666666666664,17781.030285845187,16315.0,2.6033365509834483,1843.6606093822193,16315.0,8865.5
APP_01,MT338,irregular,0.16376321434498453,1437.3333333333333,845.2670659019035,385.0,2.8362367856550152,0.0,385.0,0.0
APP_01,MT352,irregular,0.2385285350323335,6817.793103448276,4343.646786453714,2419.4,2.7614714649676664,0.0,2419.4,1293.0
APP_01,MT381,daily,0.7906421490014774,143175.0101010101,46104.53712450158,75879.3,2.2093578509985226,41313.589038339676,75879.3,36558.0
APP_01,MT384,daily,1.0,846147.6826923077,239965.15608021352,644724.3,2.0,366217.3705318807,644724.3,472552.75
APP_01,MT400,daily,1.0,719611.8942307692,105683.65118915746,552896.65,2.0,508244.59185245435,552896.65,464235.375
APP_01,MT422,daily,1.0,4638614.990384615,994577.362460582,3396721.45,2.0,2649460.265463451,3396721.45,3013927.0
APP_01,MT463,daily,1.0,495012.35576923075,125126.41298433096,304132.25,2.0,244759.52980056882,304132.25,238896.375
APP_01,MT467,daily,1.0,3121728.8076923075,806389.4556496888,2155425.8,2.0,1508949.8963929298,2155425.8,1845866.5
APP_01,MT489,irregular,0.21302777613637391,5175.290909090909,1774.5022110975467,2150.2,2.786972223863626,229.802535577458,2150.2,1193.5
APP_01,MT505,daily,1.0,13621737.096153846,3660463.5212264406,10568098.125,2.0,6300810.053700965,10046797.0,10568098.125
APP_01,MT570,daily,0.8633859487430069,120466.00980392157,52551.49232885874,61170.25000000001,2.136614051256993,8183.752879557898,61170.25000000001,57134.375
APP_01,MT658,daily,1.0,14980246.76923077,3310795.705812871,12317911.9,2.0,8358655.357605028,12317911.9,10001882.375
APP_01,MT750,daily,1.0,2092151.7788461538,390762.3135088731,1493891.1,2.0,1310627.1518284075,1493891.1,1240062.125
APP_01,MT814,irregular,0.29832561770041066,2129.714285714286,424.9503212261453,1498.6,2.7016743822995894,981.6368891076274,1498.6,1020.0
APP_01,MT846,daily,0.7358937765294089,72096.75510204081,25676.444405076098,38343.55,2.2641062234705913,13962.557527911376,38343.55,36444.25
APP_01,MT886,daily,0.7906421490014774,191206.35353535353,65052.416925000594,120428.9,2.2093578509985226,47482.28547567429,120428.9,57016.75
APP_01,MT891,weekly,0.4126617841598459,40804.73684210526,13690.30385080036,17575.2,2.587338215840154,5383.2905024658685,17575.2,4502.5
APP_01,MT924,daily,1.0,9606235.85576923,3043562.2403017525,7473482.55,2.0,3519111.375165725,7473482.55,6591729.125
APP_01,MT928,daily,1.0,1776806.9423076923,431810.6125437407,1234338.5,2.0,913185.7172202108,1234338.5,1161343.25
APP_01,MT949,daily,1.0,284387.0961538461,66981.30004703368,164310.15000000002,2.0,150424.49605977876,164310.15000000002,116787.5
APP_01,MT967,daily,1.0,480652.57692307694,137469.9236628124,323988.25,2.0,205712.72959745215,323988.25,182136.625
APP_01,MT997,daily,1.0,2444277.4423076925,733714.3461222707,1568108.9000000001,2.0,976848.7500631511,1568108.9000000001,1481230.625
APP_01,MX1887,quarterly,0.4703250472643099,2418.3333333333335,334.4610922397734,1899.75,2.5296749527356903,1572.2554856297575,1899.75,1799.5
APP_01,MX1964,daily,1.0,446310.51923076925,147123.56393907213,278630.25,2.0,152063.39135262498,278630.25,152221.875
APP_01,MX2133,daily,1.0,18619728.028846152,4314980.822721308,14390971.05,2.0,9989766.383403536,14390971.05,13209878.25
APP_01,MX2604,daily,1.0,270593.01923076925,65702.37055815542,176012.2,2.0,139188.2781144584,176012.2,114883.125
APP_01,MX2612,daily,1.0,6393879.182692308,2185190.398256165,4730450.2,2.0,2023498.386179978,4730450.2,4600026.125
APP_01,MX2982,daily,1.0,401975.1153846154,126255.46298929221,229280.0,2.0,149464.18940603096,229280.0,141310.75
APP_01,MX3266,daily,1.0,157642.21153846153,54319.99205786752,87614.45,2.0,49002.227422726486,87614.45,42010.0
APP_01,MX3296,daily,0.8633859487430069,56732.93137254902,21220.977019726517,29358.700000000004,2.136614051256993,11391.893690799596,29358.700000000004,9908.125
APP_01,MX3504,daily,1.0,508451.96153846156,109174.82411462846,347059.6,2.0,290102.31330920465,347059.6,249281.375
APP_01,MX3621,daily,1.0,12946604.884615384,2559400.5691952235,10788255.05,2.0,7827803.746224937,10788255.05,10158742.375
APP_01,MX4116,irregular,0.25092449263226024,5377.791666666667,2450.7044561915704,2724.05,2.7490755073677398,0.0,2724.05,0.0
APP_01,MX4502,daily,1.0,5896353.105769231,1677228.8947549472,4704495.7,2.0,2541895.3162593367,4704495.7,3912603.0
APP_01,MX4510,irregular,0.2868206729240017,43773.66071428572,19328.57677052739,13990.5,2.7131793270759985,0.0,13990.5,9674.0
APP_01,MX4593,daily,1.0,14454888.567307692,3957165.234793197,9776134.875,2.0,6540558.097721298,5815301.700000002,9776134.875
APP_01,MX4872,daily,1.0,486756.2211538461,148022.36840767815,299159.1,2.0,190711.48433848983,299159.1,178740.125
APP_01,MX4946,daily,1.0,4744460.519230769,1311616.5283249638,3270873.25,2.0,2121227.4625808415,3270873.25,2324229.625
APP_01,MX5092,daily,1.0,476277.7596153846,185941.77422782188,248613.2,2.0,104394.21115974087,248613.2,151196.125
APP_01,MX5808,irregular,0.19224701281741796,14539.729166666666,4887.8363428156335,7008.3,2.807752987182582,815.8920742664832,7008.3,3138.25
APP_01,MX7126,daily,0.7906421490014774,180557.28282828283,51967.167233781816,97830.7,2.2093578509985226,65743.2139061738,97830.7,70111.75
APP_01,MX7570,daily,1.0,823836.3653846154,287976.4837609294,577724.45,2.0,247883.39786275662,577724.45,400761.75
APP_01,MX7912,irregular,0.0,41774.18518518518,12647.843246202938,23969.05,3.0,3830.6554465763693,23969.05,6160.0
APP_01,MX7930,daily,1.0,1399571.7307692308,362692.8880552661,973638.6,2.0,674185.9546586985,973638.6,688512.875
APP_01,MX7932,irregular,0.12728576140125913,30825.508474576272,8998.288448126727,19270.7,2.872714238598741,4975.997126624057,19270.7,7505.0
APP_01,MX8433,daily,1.0,1186853.8557692308,451747.79008544685,815820.7000000001,2.0,283358.27559833706,815820.7000000001,665461.625
APP_01,MX8454,biweekly,0.4038456575684448,3772.25,1176.935203490101,1899.75,2.5961543424315554,716.744560698608,1899.75,425.375
APP_01,MX8973,daily,1.0,11114155.336538462,3480384.5931155086,8503318.2,2.0,4153386.150307445,8503318.2,7312551.125
APP_02,CUSTOM_023,daily,1.0,6015183.125,1712678.0645339517,4974112.25,2.0,2589826.9959320966,4974112.25,4196377.875
APP_02,CUSTOM_036,daily,1.0,7976720.942307692,1883701.9632424493,6424779.05,2.0,4209317.015822793,6424779.05,5607030.375
APP_02,CUSTOM_053,daily,1.0,4406579.0,1074312.9536713935,3106454.95,2.0,2257953.092657213,3106454.95,2346991.875
APP_02,MT125,daily,1.0,18357761.865384616,6206199.1292201355,14228457.7,2.0,5945363.606944345,14228457.7,12288098.875
APP_02,MT818,daily,1.0,7173081.865384615,1375556.4797101421,5869970.8,2.0,4421968.905964331,5869970.8,4775025.625
APP_02,MT821,daily,1.0,15380384.913461538,5644400.632121334,11568418.9,2.0,4091583.6492188703,11568418.9,10667736.875
APP_02,MT941,daily,1.0,4842467.25,977607.9434825436,3734733.5,2.0,2887251.363034913,3734733.5,2809139.25
APP_02,MT967,daily,1.0,15959287.778846154,3100610.1467274986,13377641.45,2.0,9758067.485391157,13377641.45,11784895.75
APP_02,MX1319,daily,1.0,5487407.326923077,2337807.1054034457,3915064.65,2.0,811793.1161161857,3915064.65,3156731.75
APP_02,MX2163,daily,1.0,2324711.548076923,468527.7609639804,1622628.35,2.0,1387656.0261489623,1622628.35,1502200.5
APP_02,MX2403,daily,1.0,4427066.278846154,1647467.426299942,3127662.8,2.0,1132131.42624627,3127662.8,2320694.625
APP_02,MX2588,daily,1.0,3222254.4423076925,823339.7796535512,2353591.55,2.0,1575574.8830005901,2353591.55,2106799.0
APP_02,MX5342,daily,1.0,16751723.701923076,3979980.9404880726,13749657.3,2.0,8791761.820946932,13749657.3,12108319.0
APP_02,MX7396,daily,1.0,18991823.865384616,4088697.703096872,15835057.4,2.0,10814428.459190872,15835057.4,14265295.625
APP_03,CUSTOM_021,daily,1.0,193919.78846153847,54942.52937697596,114512.7,2.0,84034.72970758655,114512.7,65385.375
APP_03,MT146,daily,1.0,3982210.5865384615,813168.8993924018,2813682.8,2.0,2355872.787753658,2813682.8,2131449.875
APP_03,MT157,daily,1.0,65688.42307692308,15879.253201712063,44390.2,2.0,33929.916673498956,44390.2,35157.0
APP_03,MT267,daily,1.0,1115818.7884615385,358208.66573634016,815852.5,2.0,399401.4569888582,815852.5,698030.5
APP_03,MT275,daily,0.8633859487430069,105681.61764705883,31969.541286350806,46186.25,2.136614051256993,37375.04652240113,46186.25,39894.375
APP_03,MT325,irregular,0.0,5274.7692307692305,1812.6940491920668,2527.0,3.0,0.0,2527.0,619.5
APP_03,MT432,daily,1.0,1137959.5576923077,372076.7634118981,678788.65,2.0,393806.03086851153,678788.65,655813.25
APP_03,MT505,daily,1.0,16274080.240384616,4922964.066231102,12627646.1,2.0,6428152.107922412,12627646.1,10737012.125
APP_03,MT559,semi_annual,0.38963206210692625,45697.34426229508,15146.767480587785,21973.0,2.6103679378930735,6158.708068247281,21973.0,0.0
APP_03,MT733,irregular,0.23894789431077057,33923.61111111111,15218.522531851415,13361.600000000002,2.761052105689229,0.0,13361.600000000002,8927.75
APP_03,MT758,daily,1.0,3948824.1153846155,1563973.2270281215,2075469.375,2.0,820877.6613283725,1743196.7500000002,2075469.375
APP_03,MT777,daily,1.0,229195.57692307694,52730.21631264847,149141.2,2.0,123735.14429778,149141.2,121443.625
APP_03,MT792,irregular,0.1455581991659003,1239.0,483.419590004377,638.25,2.8544418008341,0.0,638.25,0.0
APP_03,MT814,daily,1.0,220561.90384615384,47844.285762918764,134004.75,2.0,124873.33232031632,134004.75,109666.125
APP_03,MT859,daily,1.0,16578847.673076924,4889986.29323839,12866724.7,2.0,6798875.086600143,12866724.7,11585118.125
APP_03,MT862,daily,1.0,11769115.625,2748943.722043821,9579663.2,2.0,6271228.180912358,9579663.2,8138567.75
APP_03,MT886,daily,0.9024283920279526,185844.47572815535,50276.08354784216,109098.9,2.0975716079720472,80386.79031817109,109098.9,50563.25
APP_03,MT925,irregular,0.1841570272811467,9848.529411764706,4524.575613737609,2077.4,2.8158429727188534,0.0,2077.4,687.0
APP_03,MX1188,irregular,0.2501589947694133,3315.8,1645.0851649686713,731.0,2.7498410052305866,0.0,731.0,0.0
APP_03,MX1319,daily,1.0,444207.73076923075,109077.20138615221,279452.5,2.0,226053.32799692632,279452.5,179046.25
APP_03,MX2040,daily,1.0,9487617.096153846,1784397.4717171474,8107121.15,2.0,5918822.152719552,8107121.15,6472764.5
APP_03,MX2235,daily,1.0,2235012.9326923075,460773.28374200437,1651740.8,2.0,1313466.365208299,1651740.8,1186018.25
APP_03,MX3060,irregular,0.2527383323092238,2316.285714285714,972.5450726662219,1124.3,2.7472616676907764,0.0,1124.3,0.0
APP_03,MX4139,semi_annual,0.3074516465706134,39952.40909090909,12524.863142634955,24614.8,2.6925483534293866,6228.60945927893,24614.8,5476.875
APP_03,MX4470,daily,1.0,14798938.432692308,3633586.1038115364,11617883.95,2.0,7531766.225069235,11617883.95,10954184.875
APP_03,MX4510,daily,1.0,2211050.2596153845,731399.191168386,1594226.45,2.0,748251.8772786125,1594226.45,1363365.125
APP_03,MX4981,semi_annual,0.34900758779649677,20674.741379310344,9445.00695233556,8944.0,2.6509924122035033,0.0,8944.0,5339.75
APP_03,MX5061,weekly,0.45622400136153607,38570.64406779661,12785.58640636667,20856.600000000002,2.543775998638464,6046.976238762862,20856.600000000002,7782.25
APP_03,MX5092,semi_annual,0.3699206399190653,40908.017857142855,12704.707909009656,20869.25,2.6300793600809347,7493.627809799553,20869.25,5052.75
APP_03,MX5315,monthly,0.3783532283682778,5384.631578947368,1866.2870318679707,2250.7,2.621646771631722,491.88620691255437,2250.7,622.0
APP_03,MX5342,daily,1.0,5582485.778846154,1386397.3758298252,4551853.4,2.0,2809691.0271865036,4551853.4,3968291.75
APP_03,MX6310,daily,0.7576702140903168,120994.67010309278,45708.93926009353,71741.6,2.2423297859096833,18500.154117848535,71741.6,41411.0
APP_03,MX6413,daily,0.7731393894068365,165060.74489795917,53650.779191768524,101608.8,2.2268606105931634,45587.93798817853,101608.8,47810.5
APP_03,MX6930,daily,1.0,18347189.278846152,4863935.010772053,14600776.9,2.0,8619319.257302046,14600776.9,12381052.75
APP_03,MX7396,daily,0.7576702140903168,93986.37113402062,29204.780753009112,52509.6,2.2423297859096833,28499.621360586454,52509.6,27567.5
APP_03,MX7932,daily,1.0,1482354.1153846155,388996.173661187,993032.3500000001,2.0,704361.7680622415,993032.3500000001,834262.75
APP_03,MX8260,daily,1.0,4429336.538461538,824260.6178642763,3399733.7,2.0,2780815.3027329855,3399733.7,2472254.125
APP_03,MX8973,semi_annual,0.36564085229143173,15551.234042553191,5330.011217954607,6926.7,2.6343591477085684,1510.0702331451848,6926.7,4331.0
APP_03,MX9797,daily,1.0,296034.6923076923,78680.88782313082,176092.75,2.0,138672.91666143067,176092.75,147157.125
APP_04,CUSTOM_032,semi_annual,0.33535485267928267,37701.882352941175,14713.936890230587,18769.0,2.6646451473207176,0.0,18769.0,5396.25
APP_04,CUSTOM_039,semi_annual,0.36454104186588077,33948.5,10668.913651785699,19615.75,2.6354589581341195,5831.015942841979,19615.75,13308.0
APP_04,MT328,daily,0.8336219338384594,97006.67,27820.267116638188,59411.75,2.1663780661615406,36737.45352375986,59411.75,30134.75
APP_04,MT928,irregular,0.2206365370333253,2409.5,723.1049370596221,1274.2,2.779363462966675,399.7285580456694,1274.2,494.75
APP_04,MX1887,daily,0.7110121152206366,148793.55208333334,44064.50330289246,62125.0,2.288987884779363,47930.43787419227,62125.0,44033.0
APP_04,MX2827,daily,1.0,450393.7788461539,196969.4490707377,236614.75,2.0,56454.88070467848,236614.75,160247.125
APP_04,MX3591,irregular,0.0,8154.2,3086.8327197954864,2732.0,3.0,0.0,2732.0,1666.5
APP_04,MX4006,daily,1.0,10921117.278846154,1552171.8329844654,9123001.0,2.0,7816773.612877224,9123001.0,8552805.25
APP_04,MX7126,daily,1.0,13425107.89423077,3251347.2117803753,10999862.0,2.0,6922413.470670019,10999862.0,9606877.375
APP_04,MX7537,daily,0.7906421490014774,130521.0,56826.428889588286,73331.7,2.2093578509985226,4971.083188578865,73331.7,46456.0
APP_05,CUSTOM_006,daily,1.0,16410035.807692308,2509694.3999610753,13988214.95,2.0,11390647.007770158,13988214.95,11902271.125
APP_05,CUSTOM_013,daily,1.0,12731309.163461538,2895672.5945479507,10412063.55,2.0,6939963.974365637,10412063.55,8736310.125
APP_05,CUSTOM_031,daily,1.0,1203812.7692307692,355916.1349997472,640095.25,2.0,491980.4992312748,499104.9500000001,640095.25
APP_05,CUSTOM_043,daily,1.0,9189349.076923076,1436967.5969233166,7579277.65,2.0,6315413.883076442,7579277.65,6905166.625
APP_05,CUSTOM_054,daily,1.0,1830404.7115384615,704121.0053465826,1019329.3500000001,2.0,422162.70084529626,1019329.3500000001,966652.375
APP_05,MT246,daily,1.0,8847116.692307692,2911187.1682666386,6237854.0,2.0,3024742.3557744147,3089575.15,6237854.0
APP_05,MT266,daily,1.0,17721654.173076924,3070758.1865912313,15270893.9,2.0,11580137.799894461,15270893.9,13397125.125
APP_05,MT334,daily,1.0,19125556.78846154,4102800.6652383497,15397276.9,2.0,10919955.45798484,15397276.9,14227090.0
APP_05,MT350,daily,1.0,12978993.259615384,2930768.1496121655,10888209.75,2.0,7117456.960391053,10888209.75,9669610.0
APP_05,MT371,daily,1.0,6007892.288461538,1285903.368658098,4818944.5,2.0,3436085.551145342,4818944.5,4213323.5
APP_05,MT384,daily,1.0,8993241.682692308,2549517.879302108,7116302.95,2.0,3894205.9240880916,7116302.95,6180891.0
APP_05,MT448,daily,1.0,19469034.548076924,3215500.6822192105,16401692.75,2.0,13038033.183638502,16401692.75,14658943.5
APP_05,MT569,daily,1.0,4852212.076923077,1607716.0986239784,3433219.0,2.0,1636779.87967512,3433219.0,2378916.125
APP_05,MT680,daily,1.0,5249627.125,1218235.1529038895,4312325.7,2.0,2813156.819192221,4312325.7,3538132.625
APP_05,MT704,daily,1.0,2056043.298076923,668598.6725396387,1137633.5,2.0,718845.9529976456,1008494.2000000002,1137633.5
APP_05,MT786,daily,1.0,5939245.875,1577095.3844679312,4603870.5,2.0,2785055.1060641375,4603870.5,4523853.375
APP_05,MT854,daily,1.0,2410182.028846154,531390.3708314208,1703099.55,2.0,1347401.2871833125,1703099.55,1422836.125
APP_05,MT941,daily,1.0,13984775.153846154,3600959.141955517,10263423.375,2.0,6782856.8699351195,10067438.5,10263423.375
APP_05,MX1344,daily,1.0,11777205.288461538,1835245.6592330898,9630960.55,2.0,8106713.969995359,9630960.55,8819264.875
APP_05,MX1514,daily,1.0,12829819.673076924,3861864.2955953213,10365936.55,2.0,5106091.081886281,10365936.55,8144390.375
APP_05,MX2588,daily,1.0,18017958.076923076,5009612.549470429,14872182.65,2.0,7998732.977982217,14872182.65,12390453.5
APP_05,MX2790,daily,1.0,10891498.961538462,3781876.5805128305,7965174.85,2.0,3327745.800512801,7965174.85,6909805.125
APP_05,MX2827,daily,1.0,1577985.6153846155,335392.1137635397,1237663.3,2.0,907201.3878575361,1237663.3,1023948.625
APP_05,MX3060,daily,1.0,13751382.740384616,3761945.603538531,10913062.6,2.0,6227491.533307554,10913062.6,9387893.375
APP_05,MX3697,daily,1.0,3270386.375,964803.3340549672,2172629.5500000003,2.0,1340779.7068900657,2172629.5500000003,1772493.625
APP_05,MX3724,daily,1.0,5255743.269230769,1069585.7802493272,4452019.65,2.0,3116571.7087321146,4452019.65,3626262.375
APP_05,MX4119,daily,1.0,1462844.3846153845,433603.0627652773,1030602.85,2.0,595638.25908483,1030602.85,923106.5
APP_05,MX4770,daily,1.0,15097181.865384616,3510911.3912585876,12013019.0,2.0,8075359.082867441,12013019.0,10572615.625
APP_05,MX5371,daily,1.0,7050717.615384615,1654825.8585873474,5754716.4,2.0,3741065.89820992,5754716.4,4894546.75
APP_05,MX6310,daily,1.0,17274703.46153846,4069951.169940071,13919006.45,2.0,9134801.121658318,13919006.45,12946669.875
APP_05,MX7669,daily,1.0,15396434.038461538,5020016.86351257,11112665.875,2.0,5356400.311436398,7139730.550000001,11112665.875
APP_05,MX8668,daily,1.0,17408651.567307692,5293367.228955815,13423173.8,2.0,6821917.109396063,13423173.8,12096535.125
APP_05,MX8749,daily,1.0,10256733.471153846,3575655.101713493,7923917.4,2.0,3105423.26772686,7923917.4,6766814.75
APP_05,MX8953,daily,1.0,14225909.365384616,2681763.177044202,11771073.75,2.0,8862383.011296213,11771073.75,10551799.5
APP_05,MX9201,daily,1.0,10977453.836538462,2116241.8604716524,8460349.1,2.0,6744970.115595157,8460349.1,7814438.25
APP_06,CUSTOM_001,irregular,0.230857710751053,9282.1,3520.907736649741,4135.15,2.769142289248947,0.0,4135.15,0.0
APP_06,CUSTOM_002,daily,1.0,14712845.509615384,3617679.921506871,10507955.950000001,2.0,7477485.666601642,10507955.950000001,10208682.75
APP_06,CUSTOM_005,daily,1.0,15331696.432692308,4600472.197947936,10014426.375,2.0,6130752.036796436,7226251.700000002,10014426.375
APP_06,CUSTOM_007,daily,1.0,73748.20192307692,24722.411745752775,44071.25,2.0,24303.37843157137,44071.25,36053.0
APP_06,CUSTOM_010,daily,1.0,13231450.423076924,5215921.676197301,10242829.7,2.0,2799607.0706823226,10242829.7,8646496.875
APP_06,CUSTOM_013,daily,1.0,301415.21153846156,79123.4982059051,160434.4,2.0,143168.21512665137,160434.4,146461.25
APP_06,CUSTOM_018,daily,1.0,1383989.0192307692,321942.9357591061,1099207.15,2.0,740103.147712557,1099207.15,809744.5
APP_06,CUSTOM_021,daily,1.0,6456859.509615385,1016167.3599949923,5376218.45,2.0,4424524.789625401,5376218.45,4538966.75
APP_06,CUSTOM_032,semi_annual,0.38267389002021246,31524.466666666667,9398.994262035581,14677.6,2.6173261099797873,6924.2335770907375,14677.6,8372.0
APP_06,CUSTOM_039,daily,1.0,322380.14423076925,92172.27733011474,188853.2,2.0,138035.58957053977,188853.2,109330.625
APP_06,CUSTOM_045,daily,0.7358937765294089,136767.4693877551,34402.25830069646,84164.90000000001,2.2641062234705913,58877.10226770541,84164.90000000001,44774.625
APP_06,CUSTOM_046,daily,1.0,3802323.230769231,793447.0978916959,2880559.5,2.0,2215429.0349858394,2880559.5,2309394.125
APP_06,CUSTOM_052,daily,1.0,2728510.5576923075,577267.4494239055,2017749.3,2.0,1573975.6588444966,2017749.3,1687903.875
APP_06,CUSTOM_053,irregular,0.2079280068706345,9827.117647058823,3692.8607575150277,3603.4,2.7920719931293654,0.0,3603.4,0.0
APP_06,MT132,daily,0.7358937765294089,165939.8673469388,52741.404965428264,94473.1,2.2641062234705913,46527.72413012991,94473.1,32448.0
APP_06,MT157,daily,1.0,78436.65384615384,17946.762003197353,51654.3,2.0,42543.12983975914,51654.3,37299.75
APP_06,MT171,daily,1.0,4726135.509615385,1255685.2362397746,3018867.15,2.0,2214765.0371358357,3018867.15,2565534.625
APP_06,MT189,daily,1.0,387730.4038461539,115437.94636459612,259127.65,2.0,156854.51111696163,259127.65,197370.125
APP_06,MT194,daily,1.0,4136558.355769231,1331800.1164882418,2907163.95,2.0,1472958.1227927473,2907163.95,2674019.625
APP_06,MT214,daily,1.0,1561618.8846153845,306724.14136961737,1196175.2,2.0,948170.6018761498,1196175.2,821354.75
APP_06,MT227,daily,1.0,3674686.028846154,788849.614538078,2495367.5,2.0,2096986.799769998,2495367.5,2373578.625
APP_06,MT242,daily,1.0,118732.46153846153,37084.12362425854,67587.5,2.0,44564.21428994446,67587.5,40020.0
APP_06,MT317,daily,1.0,523697.51923076925,110227.63892090112,409645.1,2.0,303242.241388967,409645.1,323648.5
APP_06,MT320,irregular,0.019951791630483773,1031.8333333333333,292.02363869309545,674.75,2.9800482083695163,161.5888120444272,674.75,167.5
APP_06,MT338,daily,1.0,16108508.875,5161395.967744991,12520718.65,2.0,5785716.939510018,12520718.65,10448361.375
APP_06,MT350,daily,1.0,3195382.298076923,659312.1375959523,2309745.5,2.0,1876758.0228850185,2309745.5,1767486.0
APP_06,MT369,weekly,0.4255730420964472,25761.303571428572,9675.399393601358,13409.75,2.574426957903553,852.694544057551,13409.75,0.0
APP_06,MT384,daily,1.0,11206436.211538462,2758163.9237244423,9309544.7,2.0,5690108.364089577,9309544.7,8329168.5
APP_06,MT422,daily,1.0,17862355.519230768,4021401.406917738,13983875.375,2.0,9819552.705395292,13317430.25,13983875.375
APP_06,MT432,daily,1.0,173682.5673076923,51736.92729174804,112485.6,2.0,70208.71272419623,112485.6,78720.75
APP_06,MT470,daily,1.0,3090186.2115384615,977925.4842475383,1835767.1500000001,2.0,1134335.243043385,1835767.1500000001,1721338.5
APP_06,MT505,monthly,0.34807975947973513,8044.423076923077,4350.343392043693,3646.25,2.6519202405202646,0.0,3646.25,13.875
APP_06,MT510,daily,1.0,7582046.692307692,2141886.628300881,6065359.15,2.0,3298273.43570593,6065359.15,4854676.125
APP_06,MT529,irregular,0.008979182524921248,6823.272727272727,1985.4766815282826,4334.8,2.9910208174750785,884.6706402102973,4334.8,2709.875
APP_06,MT646,irregular,0.2704105573488895,37198.32,12933.238015964911,19158.8,2.7295894426511103,1895.8900523281845,19158.8,0.0
APP_06,MT670,irregular,0.0,5437.428571428572,1772.2626262285535,2808.0,3.0,120.6406927429116,2808.0,2064.0
APP_06,MT792,daily,1.0,3140669.153846154,801338.7338243587,2194268.25,2.0,1537991.6861974366,2194268.25,1671164.0
APP_06,MT801,daily,1.0,190570.23076923078,47789.993811311666,127664.7,2.0,94990.24314660745,127664.7,86534.875
APP_06,MT814,irregular,0.1574369243533461,1134.5,695.5183645703005,701.35,2.842563075646654,0.0,701.35,159.875
APP_06,MT877,daily,0.7503891236469429,23341.19191919192,7393.584902511215,13524.300000000001,2.2496108763530573,6708.5029072629295,13524.300000000001,5829.25
APP_06,MT891,daily,0.7576702140903168,149202.46391752578,48584.84491827914,80663.80000000002,2.2423297859096833,40259.21901346576,80663.80000000002,44508.5
APP_06,MT926,daily,1.0,4894728.211538462,1449207.6525858592,3525643.65,2.0,1996312.9063667436,3525643.65,2508545.375
APP_06,MT963,daily,1.0,311739.6346153846,70658.95948199375,217239.5,2.0,170421.71565139713,217239.5,115756.25
