app,message_type,frequency_category,confidence,weeks_with_data,occurrence_rate,avg_gap_days,regularity_score,avg_volume,std_volume,min_volume,max_volume,cv_volume,total_occurrences
APP_01,MT384,daily,1.0,104,1.0,7.0,1.0,846147.6826923077,239965.15608021352,289097,2674841,0.2835972502065862,104
APP_01,MT400,daily,1.0,104,1.0,7.0,1.0,719611.8942307692,105683.65118915746,355415,980571,0.14686201275498403,104
APP_01,MT422,daily,1.0,104,1.0,7.0,1.0,4638614.990384615,994577.362460582,549277,9985070,0.21441257024397184,104
APP_01,MT463,daily,1.0,104,1.0,7.0,1.0,495012.35576923075,125126.41298433096,102361,997383,0.25277432275380113,104
APP_01,MT467,daily,1.0,104,1.0,7.0,1.0,3121728.8076923075,806389.4556496888,433735,6006997,0.25831502520739474,104
APP_01,MT489,irregular,0.7869722238636261,55,0.5288461538461539,12.703703703703704,0.21302777613637391,5175.290909090909,1774.5022110975467,661,10784,0.34287970324150446,55
APP_01,MT505,daily,1.0,104,1.0,7.0,1.0,13621737.096153846,3660463.5212264406,1482143,35137867,0.26872222649635397,104
APP_01,MT570,daily,0.8633859487430069,102,0.9807692307692307,7.138613861386139,0.8633859487430069,120466.00980392157,52551.49232885874,37476,528006,0.43623502110176154,102
APP_01,MT658,daily,1.0,104,1.0,7.0,1.0,14980246.76923077,3310795.705812871,3246267,34157241,0.22101075882229135,104
APP_01,MT750,daily,1.0,104,1.0,7.0,1.0,2092151.7788461538,390762.3135088731,523253,3197918,0.18677531786168167,104
APP_01,MT814,irregular,0.7016743822995893,7,0.0673076923076923,65.33333333333333,0.29832561770041066,2129.714285714286,424.9503212261453,1405,2733,0.19953395818238645,7
APP_01,MT846,daily,0.7358937765294089,98,0.9423076923076923,7.43298969072165,0.7358937765294089,72096.75510204081,25676.444405076098,18967,213152,0.35613869679343285,98
APP_01,MT886,daily,0.7906421490014774,99,0.9519230769230769,7.357142857142857,0.7906421490014774,191206.35353535353,65052.416925000594,31487,562598,0.34022100062157495,99
APP_01,MT891,weekly,0.4126617841598459,57,0.5480769230769231,12.625,0.4126617841598459,40804.73684210526,13690.30385080036,5501,71296,0.3355077108761971,57
APP_01,MT924,daily,1.0,104,1.0,7.0,1.0,9606235.85576923,3043562.2403017525,2167569,28178620,0.3168319293840653,104
APP_01,MT928,daily,1.0,104,1.0,7.0,1.0,1776806.9423076923,431810.6125437407,368660,4186538,0.24302618492862882,104
APP_01,MT949,daily,1.0,104,1.0,7.0,1.0,284387.0961538461,66981.30004703368,45047,484888,0.2355286191002088,104
APP_01,MT967,daily,1.0,104,1.0,7.0,1.0,480652.57692307694,137469.9236628124,222844,1076537,0.2860068379178021,104
APP_01,MT997,daily,1.0,104,1.0,7.0,1.0,2444277.4423076925,733714.3461222707,476157,6214144,0.30017637663487,104
APP_01,MX1887,quarterly,0.37626003781144796,6,0.057692307692307696,84.0,0.4703250472643099,2418.3333333333335,334.4610922397734,1766,2762,0.13830231243546798,6
APP_01,MX1964,daily,1.0,104,1.0,7.0,1.0,446310.51923076925,147123.56393907213,83503,1214328,0.3296439532562316,104
APP_01,MX2133,daily,1.0,104,1.0,7.0,1.0,18619728.028846152,4314980.822721308,12462751,45348147,0.2317424194400923,104
APP_01,MX2604,daily,1.0,104,1.0,7.0,1.0,270593.01923076925,65702.37055815542,120745,528542,0.2428088157814693,104
APP_01,MX2612,daily,1.0,104,1.0,7.0,1.0,6393879.182692308,2185190.398256165,799029,19676627,0.34176285410135543,104
APP_01,MX2982,daily,1.0,104,1.0,7.0,1.0,401975.1153846154,126255.46298929221,182629,1109506,0.31408775856308724,104
APP_01,MX3266,daily,1.0,104,1.0,7.0,1.0,157642.21153846153,54319.99205786752,16934,463361,0.3445777087732275,104
APP_01,MX3296,daily,0.8633859487430069,102,0.9807692307692307,7.138613861386139,0.8633859487430069,56732.93137254902,21220.977019726517,22809,199774,0.37405042373669,102
APP_01,MX3504,daily,1.0,104,1.0,7.0,1.0,508451.96153846156,109174.82411462846,91009,738619,0.2147200372367331,104
APP_01,MX3621,daily,1.0,104,1.0,7.0,1.0,12946604.884615384,2559400.5691952235,1697093,25815779,0.19768893791117328,104
APP_01,MX3697,daily,1.0,2,0.019230769230769232,7.0,1.0,1122.0,1122.0,0,2244,1.0,2
APP_01,MX4116,irregular,0.7490755073677398,24,0.23076923076923078,26.17391304347826,0.25092449263226024,5377.791666666667,2450.7044561915704,1947,13891,0.45570832938394545,24
APP_01,MX4502,daily,1.0,104,1.0,7.0,1.0,5896353.105769231,1677228.8947549472,752847,18001022,0.2844519086066739,104
APP_01,MX4510,irregular,0.7131793270759983,56,0.5384615384615384,13.10909090909091,0.2868206729240017,43773.66071428572,19328.57677052739,7403,124283,0.44155723910519157,56
APP_01,MX4593,daily,1.0,104,1.0,7.0,1.0,14454888.567307692,3957165.234793197,1891023,38504089,0.273759649987412,104
APP_01,MX4872,daily,1.0,104,1.0,7.0,1.0,486756.2211538461,148022.36840767815,81371,1269385,0.3040995923108985,104
APP_01,MX4946,daily,1.0,104,1.0,7.0,1.0,4744460.519230769,1311616.5283249638,458688,12229003,0.27645219577833463,104
APP_01,MX5092,daily,1.0,104,1.0,7.0,1.0,476277.7596153846,185941.77422782188,59774,1632813,0.39040616630509495,104
APP_01,MX5808,irregular,0.807752987182582,48,0.46153846153846156,15.340425531914894,0.19224701281741796,14539.729166666666,4887.8363428156335,1667,26874,0.3361710721559612,48
APP_01,MX7126,daily,0.7906421490014774,99,0.9519230769230769,7.357142857142857,0.7906421490014774,180557.28282828283,51967.167233781816,22066,349853,0.28781540362016117,99
APP_01,MX7570,daily,1.0,104,1.0,7.0,1.0,823836.3653846154,287976.4837609294,297981,3123807,0.34955544069298883,104
APP_01,MX7912,irregular,1.0,54,0.5192307692307693,13.60377358490566,0.0,41774.18518518518,12647.843246202938,12573,78657,0.30276696457716606,54
APP_01,MX7930,daily,1.0,104,1.0,7.0,1.0,1399571.7307692308,362692.8880552661,137962,3873562,0.259145622965622,104
APP_01,MX7932,irregular,0.8727142385987409,59,0.5673076923076923,12.310344827586206,0.12728576140125913,30825.508474576272,8998.288448126727,11985,65043,0.2919104629060111,59
APP_01,MX8433,daily,1.0,104,1.0,7.0,1.0,1186853.8557692308,451747.79008544685,275550,3147288,0.3806262985872489,104
APP_01,MX8454,biweekly,0.4038456575684448,28,0.2692307692307692,25.925925925925927,0.4038456575684448,3772.25,1176.935203490101,1605,5667,0.31199819828752096,28
APP_01,MX8973,daily,1.0,104,1.0,7.0,1.0,11114155.336538462,3480384.5931155086,3367568,27587221,0.31314881677724377,104
APP_02,CUSTOM_023,daily,1.0,104,1.0,7.0,1.0,6015183.125,1712678.0645339517,1238957,19835742,0.2847258394205499,104
APP_02,CUSTOM_036,daily,1.0,104,1.0,7.0,1.0,7976720.942307692,1883701.9632424493,1086299,16672720,0.23614991383884215,104
APP_02,CUSTOM_053,daily,1.0,104,1.0,7.0,1.0,4406579.0,1074312.9536713935,1578470,10987947,0.2437975022509283,104
APP_02,MT125,daily,1.0,104,1.0,7.0,1.0,18357761.865384616,6206199.1292201355,2840112,53507726,0.33806948661440805,104
APP_02,MT818,daily,1.0,104,1.0,7.0,1.0,7173081.865384615,1375556.4797101421,1668694,13847084,0.1917664548550898,104
APP_02,MT821,daily,1.0,104,1.0,7.0,1.0,15380384.913461538,5644400.632121334,4471533,39918420,0.3669869553902468,104
APP_02,MT941,daily,1.0,104,1.0,7.0,1.0,4842467.25,977607.9434825436,2107134,9431717,0.20188220033548882,104
APP_02,MT967,daily,1.0,104,1.0,7.0,1.0,15959287.778846154,3100610.1467274986,7329586,42137579,0.19428248864822906,104
APP_02,MX1319,daily,1.0,104,1.0,7.0,1.0,5487407.326923077,2337807.1054034457,1636090,18251728,0.42603126870742275,104
APP_02,MX2163,daily,1.0,104,1.0,7.0,1.0,2324711.548076923,468527.7609639804,639483,4309680,0.2015423209608787,104
APP_02,MX2403,daily,1.0,104,1.0,7.0,1.0,4427066.278846154,1647467.426299942,489468,12810196,0.37213525222606986,104
APP_02,MX2588,daily,1.0,104,1.0,7.0,1.0,3222254.4423076925,823339.7796535512,753340,8783016,0.255516686964018,104
APP_02,MX5342,daily,1.0,104,1.0,7.0,1.0,16751723.701923076,3979980.9404880726,2360102,47443424,0.2375863529811667,104
APP_02,MX7396,daily,1.0,104,1.0,7.0,1.0,18991823.865384616,4088697.703096872,2518284,44776698,0.2152872589845951,104
APP_03,CUSTOM_021,daily,1.0,104,1.0,7.0,1.0,193919.78846153847,54942.52937697596,45684,407826,0.28332605874244293,104
APP_03,MT146,daily,1.0,104,1.0,7.0,1.0,3982210.5865384615,813168.8993924018,914435,6402744,0.20420037607786315,104
APP_03,MT157,daily,1.0,104,1.0,7.0,1.0,65688.42307692308,15879.253201712063,15089,126502,0.24173594764357473,104
APP_03,MT267,daily,1.0,104,1.0,7.0,1.0,1115818.7884615385,358208.66573634016,110850,3091209,0.32102763409301327,104
APP_03,MT275,daily,0.8633859487430069,102,0.9807692307692307,7.138613861386139,0.8633859487430069,105681.61764705883,31969.541286350806,29849,201436,0.3025080614598308,102
APP_03,MT325,irregular,1.0,13,0.125,53.083333333333336,0.0,5274.7692307692305,1812.6940491920668,2332,8147,0.3436537163783595,13
APP_03,MT432,daily,1.0,104,1.0,7.0,1.0,1137959.5576923077,372076.7634118981,119215,3389652,0.3269683539250204,104
APP_03,MT505,daily,1.0,104,1.0,7.0,1.0,16274080.240384616,4922964.066231102,3403574,49753217,0.30250336691929414,104
APP_03,MT559,semi_annual,0.19481603105346312,61,0.5865384615384616,11.9,0.38963206210692625,45697.34426229508,15146.767480587785,13383,76938,0.33145837520990024,61
APP_03,MT733,irregular,0.7610521056892294,54,0.5192307692307693,13.471698113207546,0.23894789431077057,33923.61111111111,15218.522531851415,5943,103758,0.448611513733184,54
APP_03,MT758,daily,1.0,104,1.0,7.0,1.0,3948824.1153846155,1563973.2270281215,461870,12527446,0.39606049328327464,104
APP_03,MT777,daily,1.0,104,1.0,7.0,1.0,229195.57692307694,52730.21631264847,53657,341268,0.2300664655947784,104
APP_03,MT792,irregular,0.8544418008340997,8,0.07692307692307693,57.0,0.1455581991659003,1239.0,483.419590004377,605,1961,0.39016916061693063,8
APP_03,MT814,daily,1.0,104,1.0,7.0,1.0,220561.90384615384,47844.285762918764,58066,319049,0.21691998903079415,104
APP_03,MT859,daily,1.0,104,1.0,7.0,1.0,16578847.673076924,4889986.29323839,2665687,48714377,0.2949533278588138,104
APP_03,MT862,daily,1.0,104,1.0,7.0,1.0,11769115.625,2748943.722043821,3972698,35956510,0.23357266676898852,104
APP_03,MT886,daily,0.9024283920279526,103,0.9903846153846154,7.068627450980392,0.9024283920279526,185844.47572815535,50276.08354784216,63868,392117,0.27052772675031606,103
APP_03,MT925,irregular,0.8158429727188533,17,0.16346153846153846,35.4375,0.1841570272811467,9848.529411764706,4524.575613737609,2055,21490,0.45941636812626163,17
APP_03,MX1188,irregular,0.7498410052305867,25,0.2403846153846154,27.125,0.2501589947694133,3315.8,1645.0851649686713,82,6529,0.4961352207517556,25
APP_03,MX1319,daily,1.0,104,1.0,7.0,1.0,444207.73076923075,109077.20138615221,171108,943243,0.24555448685520206,104
APP_03,MX2040,daily,1.0,104,1.0,7.0,1.0,9487617.096153846,1784397.4717171474,6888782,23776610,0.18807646362968405,104
APP_03,MX2235,daily,1.0,104,1.0,7.0,1.0,2235012.9326923075,460773.28374200437,393886,3915247,0.20616135012111747,104
APP_03,MX3060,irregular,0.7472616676907762,7,0.0673076923076923,87.5,0.2527383323092238,2316.285714285714,972.5450726662219,971,3931,0.41987267229946673,7
APP_03,MX4139,semi_annual,0.1537258232853067,44,0.4230769230769231,16.6046511627907,0.3074516465706134,39952.40909090909,12524.863142634955,17682,76778,0.313494565850471,44
APP_03,MX4470,daily,1.0,104,1.0,7.0,1.0,14798938.432692308,3633586.1038115364,1641527,33757251,0.24553018585337094,104
APP_03,MX4510,daily,1.0,104,1.0,7.0,1.0,2211050.2596153845,731399.191168386,452035,7572465,0.33079265746569414,104
APP_03,MX4981,semi_annual,0.17450379389824838,58,0.5576923076923077,12.649122807017545,0.34900758779649677,20674.741379310344,9445.00695233556,1418,71249,0.456837973402046,58
APP_03,MX5061,weekly,0.45622400136153607,59,0.5673076923076923,12.431034482758621,0.45622400136153607,38570.64406779661,12785.58640636667,1846,80808,0.3314849081569164,59
APP_03,MX5092,semi_annual,0.18496031995953266,56,0.5384615384615384,12.727272727272727,0.3699206399190653,40908.017857142855,12704.707909009656,16720,75003,0.3105676729040372,56
APP_03,MX5315,monthly,0.3783532283682778,19,0.18269230769230768,33.833333333333336,0.3783532283682778,5384.631578947368,1866.2870318679707,1681,8632,0.3465951206698542,19
APP_03,MX5342,daily,1.0,104,1.0,7.0,1.0,5582485.778846154,1386397.3758298252,1884104,17447507,0.24834767713754574,104
APP_03,MX6038,irregular,0.04950495049504949,3,0.028846153846153848,353.5,0.09900990099009899,1236.3333333333333,27.010286106510527,1212,1274,0.02184709040699153,3
APP_03,MX6310,daily,0.7576702140903168,97,0.9326923076923077,7.510416666666667,0.7576702140903168,120994.67010309278,45708.93926009353,45134,332516,0.37777646917130736,97
APP_03,MX6413,daily,0.7731393894068365,98,0.9423076923076923,7.43298969072165,0.7731393894068365,165060.74489795917,53650.779191768524,30581,462989,0.32503657501930894,98
APP_03,MX6930,daily,1.0,104,1.0,7.0,1.0,18347189.278846152,4863935.010772053,8241489,51180701,0.26510518515116904,104
APP_03,MX7396,daily,0.7576702140903168,97,0.9326923076923077,7.510416666666667,0.7576702140903168,93986.37113402062,29204.780753009112,30391,239034,0.31073420965859316,97
APP_03,MX7932,daily,1.0,104,1.0,7.0,1.0,1482354.1153846155,388996.173661187,195183,3740557,0.2624178457927086,104
APP_03,MX8260,daily,1.0,104,1.0,7.0,1.0,4429336.538461538,824260.6178642763,790064,7542115,0.18609121494989644,104
APP_03,MX8973,semi_annual,0.18282042614571586,47,0.4519230769230769,15.369565217391305,0.36564085229143173,15551.234042553191,5330.011217954607,3807,30048,0.3427387950930439,47
APP_03,MX9797,daily,1.0,104,1.0,7.0,1.0,296034.6923076923,78680.88782313082,53975,697491,0.26578265949097457,104
APP_04,CUSTOM_032,semi_annual,0.16767742633964133,51,0.49038461538461536,14.28,0.33535485267928267,37701.882352941175,14713.936890230587,10270,99168,0.3902706170606554,51
APP_04,CUSTOM_039,semi_annual,0.18227052093294038,54,0.5192307692307693,13.60377358490566,0.36454104186588077,33948.5,10668.913651785699,5654,70822,0.31426760097753065,54
APP_04,MT328,daily,0.8336219338384594,100,0.9615384615384616,7.212121212121212,0.8336219338384594,97006.67,27820.267116638188,13928,247812,0.2867871571783485,100
APP_04,MT928,irregular,0.7793634629666747,8,0.07692307692307693,90.0,0.2206365370333253,2409.5,723.1049370596221,969,3401,0.30010580496352857,8
APP_04,MX1887,daily,0.7110121152206366,96,0.9230769230769231,7.589473684210526,0.7110121152206366,148793.55208333334,44064.50330289246,24931,233620,0.2961452474648477,96
APP_04,MX2827,daily,1.0,104,1.0,7.0,1.0,450393.7788461539,196969.4490707377,93901,1402935,0.43732719749226107,104
APP_04,MX3591,irregular,1.0,25,0.2403846153846154,30.041666666666668,0.0,8154.2,3086.8327197954864,1084,13105,0.3785573961633865,25
APP_04,MX4006,daily,1.0,104,1.0,7.0,1.0,10921117.278846154,1552171.8329844654,1250817,13708868,0.14212573616354907,104
APP_04,MX7126,daily,1.0,104,1.0,7.0,1.0,13425107.89423077,3251347.2117803753,1524842,30709528,0.24218406566233935,104
APP_04,MX7537,daily,0.7906421490014774,99,0.9519230769230769,7.357142857142857,0.7906421490014774,130521.0,56826.428889588286,18255,538430,0.4353815009813615,99
APP_05,CUSTOM_006,daily,1.0,104,1.0,7.0,1.0,16410035.807692308,2509694.3999610753,1444499,19427790,0.15293655841900358,104
APP_05,CUSTOM_013,daily,1.0,104,1.0,7.0,1.0,12731309.163461538,2895672.5945479507,2930243,30662428,0.227444998575515,104
APP_05,CUSTOM_031,daily,1.0,104,1.0,7.0,1.0,1203812.7692307692,355916.1349997472,180187,2920630,0.29565738468381253,104
APP_05,CUSTOM_043,daily,1.0,104,1.0,7.0,1.0,9189349.076923076,1436967.5969233166,2231516,18424785,0.15637316472522828,104
APP_05,CUSTOM_054,daily,1.0,104,1.0,7.0,1.0,1830404.7115384615,704121.0053465826,321633,5140823,0.3846805031193164,104
APP_05,MT246,daily,1.0,104,1.0,7.0,1.0,8847116.692307692,2911187.1682666386,862016,22084040,0.3290549078885588,104
APP_05,MT266,daily,1.0,104,1.0,7.0,1.0,17721654.173076924,3070758.1865912313,2943603,35000678,0.17327717585508387,104
APP_05,MT334,daily,1.0,104,1.0,7.0,1.0,19125556.78846154,4102800.6652383497,3043980,42307168,0.21451927965378617,104
APP_05,MT350,daily,1.0,104,1.0,7.0,1.0,12978993.259615384,2930768.1496121655,4808248,36607297,0.22580858861614164,104
APP_05,MT371,daily,1.0,104,1.0,7.0,1.0,6007892.288461538,1285903.368658098,684297,12426676,0.21403568954252736,104
APP_05,MT384,daily,1.0,104,1.0,7.0,1.0,8993241.682692308,2549517.879302108,969943,24451559,0.28349264583967665,104
APP_05,MT448,daily,1.0,104,1.0,7.0,1.0,19469034.548076924,3215500.6822192105,9196598,34775189,0.16515973990794655,104
APP_05,MT569,daily,1.0,104,1.0,7.0,1.0,4852212.076923077,1607716.0986239784,1893829,13965561,0.33133673325414004,104
APP_05,MT680,daily,1.0,104,1.0,7.0,1.0,5249627.125,1218235.1529038895,1683269,14261027,0.23206127290495696,104
APP_05,MT704,daily,1.0,104,1.0,7.0,1.0,2056043.298076923,668598.6725396387,224000,5794835,0.325187058640739,104
APP_05,MT786,daily,1.0,104,1.0,7.0,1.0,5939245.875,1577095.3844679312,1918011,17577481,0.26553798540423806,104
APP_05,MT854,daily,1.0,104,1.0,7.0,1.0,2410182.028846154,531390.3708314208,859994,5274542,0.2204772770153869,104
APP_05,MT941,daily,1.0,104,1.0,7.0,1.0,13984775.153846154,3600959.141955517,2832852,34678524,0.25749138633560126,104
APP_05,MX1344,daily,1.0,104,1.0,7.0,1.0,11777205.288461538,1835245.6592330898,3484286,15487075,0.1558303191871107,104
APP_05,MX1514,daily,1.0,104,1.0,7.0,1.0,12829819.673076924,3861864.2955953213,1633777,34744149,0.3010069037602573,104
APP_05,MX2588,daily,1.0,104,1.0,7.0,1.0,18017958.076923076,5009612.549470429,5144733,54054697,0.27803442144127355,104
APP_05,MX2790,daily,1.0,104,1.0,7.0,1.0,10891498.961538462,3781876.5805128305,948776,29019629,0.34723196447687377,104
APP_05,MX2827,daily,1.0,104,1.0,7.0,1.0,1577985.6153846155,335392.1137635397,1098663,3532917,0.21254446839922037,104
APP_05,MX3060,daily,1.0,104,1.0,7.0,1.0,13751382.740384616,3761945.603538531,2852099,40034784,0.27356853303854095,104
APP_05,MX3697,daily,1.0,104,1.0,7.0,1.0,3270386.375,964803.3340549672,453065,7729860,0.2950120332662428,104
APP_05,MX3724,daily,1.0,104,1.0,7.0,1.0,5255743.269230769,1069585.7802493272,1159035,12755745,0.20350799600717023,104
APP_05,MX4119,daily,1.0,104,1.0,7.0,1.0,1462844.3846153845,433603.0627652773,164305,4596310,0.296410928821579,104
APP_05,MX4770,daily,1.0,104,1.0,7.0,1.0,15097181.865384616,3510911.3912585876,2546749,37379217,0.2325540900655464,104
APP_05,MX5371,daily,1.0,104,1.0,7.0,1.0,7050717.615384615,1654825.8585873474,2144411,18928573,0.234703181840176,104
APP_05,MX6310,daily,1.0,104,1.0,7.0,1.0,17274703.46153846,4069951.169940071,2230113,50380839,0.2356017965229724,104
APP_05,MX7669,daily,1.0,104,1.0,7.0,1.0,15396434.038461538,5020016.86351257,1781655,47644816,0.3260506199664261,104
APP_05,MX8668,daily,1.0,104,1.0,7.0,1.0,17408651.567307692,5293367.228955815,5080191,52154728,0.30406532111288914,104
APP_05,MX8749,daily,1.0,104,1.0,7.0,1.0,10256733.471153846,3575655.101713493,4498391,36575461,0.34861538634787637,104
APP_05,MX8953,daily,1.0,104,1.0,7.0,1.0,14225909.365384616,2681763.177044202,1764979,27444163,0.18851260106926016,104
APP_05,MX9201,daily,1.0,104,1.0,7.0,1.0,10977453.836538462,2116241.8604716524,2990394,23404611,0.19278075699373384,104
APP_06,CUSTOM_001,irregular,0.769142289248947,20,0.19230769230769232,35.36842105263158,0.230857710751053,9282.1,3520.907736649741,3511,17127,0.379322323251176,20
APP_06,CUSTOM_002,daily,1.0,104,1.0,7.0,1.0,14712845.509615384,3617679.921506871,4146602,35783097,0.24588580904642712,104
APP_06,CUSTOM_005,daily,1.0,104,1.0,7.0,1.0,15331696.432692308,4600472.197947936,1417454,39929819,0.300062828542456,104
APP_06,CUSTOM_007,daily,1.0,104,1.0,7.0,1.0,73748.20192307692,24722.411745752775,8026,184189,0.3352273153932552,104
APP_06,CUSTOM_010,daily,1.0,104,1.0,7.0,1.0,13231450.423076924,5215921.676197301,3310896,42423631,0.3942063424203465,104
APP_06,CUSTOM_013,daily,1.0,104,1.0,7.0,1.0,301415.21153846156,79123.4982059051,41921,470069,0.2625066525410204,104
APP_06,CUSTOM_018,daily,1.0,104,1.0,7.0,1.0,1383989.0192307692,321942.9357591061,304127,3274485,0.23261957377237302,104
APP_06,CUSTOM_021,daily,1.0,104,1.0,7.0,1.0,6456859.509615385,1016167.3599949923,1931137,13059223,0.15737795726881507,104
APP_06,CUSTOM_032,semi_annual,0.19133694501010623,45,0.4326923076923077,16.386363636363637,0.38267389002021246,31524.466666666667,9398.994262035581,10972,52627,0.2981491919092128,45
APP_06,CUSTOM_039,daily,1.0,104,1.0,7.0,1.0,322380.14423076925,92172.27733011474,53104,835691,0.28591176900812815,104
APP_06,CUSTOM_045,daily,0.7358937765294089,98,0.9423076923076923,7.43298969072165,0.7358937765294089,136767.4693877551,34402.25830069646,41329,254998,0.2515383113740388,98
APP_06,CUSTOM_046,daily,1.0,104,1.0,7.0,1.0,3802323.230769231,793447.0978916959,932837,6815034,0.20867428930579823,104
APP_06,CUSTOM_052,daily,1.0,104,1.0,7.0,1.0,2728510.5576923075,577267.4494239055,1387351,6397135,0.2115687065224849,104
APP_06,CUSTOM_053,irregular,0.7920719931293655,17,0.16346153846153846,42.4375,0.2079280068706345,9827.117647058823,3692.8607575150277,3541,16052,0.3757826954091947,17
APP_06,MT132,daily,0.7358937765294089,98,0.9423076923076923,7.43298969072165,0.7358937765294089,165939.8673469388,52741.404965428264,18102,370395,0.3178344409252731,98
APP_06,MT157,daily,1.0,104,1.0,7.0,1.0,78436.65384615384,17946.762003197353,28242,157709,0.22880580854963864,104
APP_06,MT171,daily,1.0,104,1.0,7.0,1.0,4726135.509615385,1255685.2362397746,808320,12379400,0.2656896387513787,104
APP_06,MT189,daily,1.0,104,1.0,7.0,1.0,387730.4038461539,115437.94636459612,32225,1090350,0.2977273518390379,104
APP_06,MT194,daily,1.0,104,1.0,7.0,1.0,4136558.355769231,1331800.1164882418,2532935,11502057,0.321958498332506,104
APP_06,MT214,daily,1.0,104,1.0,7.0,1.0,1561618.8846153845,306724.14136961737,229770,2232530,0.19641421116981517,104
APP_06,MT227,daily,1.0,104,1.0,7.0,1.0,3674686.028846154,788849.614538078,800980,8349343,0.21467129663477008,104
APP_06,MT242,daily,1.0,104,1.0,7.0,1.0,118732.46153846153,37084.12362425854,25651,311372,0.3123334860891915,104
APP_06,MT317,daily,1.0,104,1.0,7.0,1.0,523697.51923076925,110227.63892090112,66880,1259569,0.2104795895974617,104
